name,stars,forks,watchers,open_issues,primary_language,languages,created_at,updated_at
freeCodeCamp,410681,39076,410681,273,TypeScript,"['TypeScript', 'JavaScript', 'CSS', 'Dockerfile', 'EJS', 'HTML', 'Shell', 'Less']",2014-12-24T17:49:19Z,2025-03-03T21:49:48Z
free-programming-books,351558,62907,351558,86,HTML,['HTML'],2013-10-11T06:50:37Z,2025-03-03T21:41:12Z
awesome,349619,28629,349619,51,,[],2014-07-11T13:42:37Z,2025-03-03T21:47:56Z
build-your-own-x,346533,32124,346533,356,Markdown,['Markdown'],2018-05-09T12:03:18Z,2025-03-03T21:52:58Z
public-apis,328896,34874,328896,467,Python,"['Python', 'Shell']",2016-03-20T23:49:42Z,2025-03-03T21:51:53Z
coding-interview-university,312568,78045,312568,61,,[],2016-06-06T02:34:12Z,2025-03-03T21:52:08Z
developer-roadmap,309437,40419,309437,173,TypeScript,"['TypeScript', 'Astro', 'JavaScript', 'CSS', 'Shell']",2017-03-15T13:45:52Z,2025-03-03T21:52:14Z
system-design-primer,290705,48337,290705,481,Python,"['Python', 'Shell']",2017-02-26T16:15:28Z,2025-03-03T21:52:42Z
996.ICU,270351,21124,270351,16697,,[],2019-03-26T07:31:14Z,2025-03-03T20:15:37Z
awesome-python,235869,25359,235869,442,Python,"['Python', 'Makefile']",2014-06-27T21:00:06Z,2025-03-03T21:44:11Z
react,232825,47782,232825,949,JavaScript,"['JavaScript', 'TypeScript', 'HTML', 'CSS', 'C++', 'CoffeeScript', 'C', 'Shell', 'Python', 'Makefile']",2013-05-24T16:15:54Z,2025-03-03T21:24:21Z
project-based-learning,219494,28624,219494,207,,[],2017-04-12T05:07:46Z,2025-03-03T20:55:31Z
awesome-selfhosted,218941,10310,218941,0,,[],2015-06-01T02:33:17Z,2025-03-03T21:49:11Z
vue,208426,33718,208426,603,TypeScript,"['TypeScript', 'JavaScript', 'HTML', 'CSS', 'Shell']",2013-07-29T03:24:51Z,2025-03-03T18:23:07Z
Python,197828,46329,197828,353,Python,"['Python', 'Shell', 'Dockerfile']",2016-07-16T09:44:01Z,2025-03-03T21:42:16Z
javascript-algorithms,190291,30509,190291,357,JavaScript,"['JavaScript', 'Shell']",2018-03-24T07:47:04Z,2025-03-03T20:49:46Z
linux,188920,55331,188920,447,C,"['C', 'Assembly', 'Shell', 'Python', 'Makefile', 'Perl', 'Rust', 'Roff', 'C++', 'SmPL', 'Yacc', 'Lex', 'Awk', 'Jinja', 'UnrealScript', 'Gherkin', 'M4', 'MATLAB', 'Clojure', 'sed', 'XS', 'RPC']",2011-09-04T22:48:12Z,2025-03-03T21:52:47Z
tensorflow,188354,74560,188354,7379,C++,"['C++', 'Python', 'MLIR', 'HTML', 'Starlark', 'Go', 'C', 'Java', 'Jupyter Notebook', 'Shell', 'Objective-C++', 'Objective-C', 'CMake', 'Smarty', 'Swift', 'Dockerfile', 'C#', 'Batchfile', 'Ruby', 'Perl', 'Roff', 'Cython', 'Makefile', 'CSS', 'Vim Snippet']",2015-11-07T01:19:20Z,2025-03-03T21:45:43Z
You-Dont-Know-JS,181185,33595,181185,126,,[],2013-11-16T02:37:24Z,2025-03-03T20:47:00Z
CS-Notes,179172,51207,179172,213,,[],2018-02-13T14:56:24Z,2025-03-03T21:31:43Z
ohmyzsh,176440,26014,176440,477,Shell,"['Shell', 'Python', 'Makefile']",2009-08-28T18:15:37Z,2025-03-03T21:25:59Z
computer-science,176061,22349,176061,13,,[],2014-05-04T00:18:39Z,2025-03-03T21:51:15Z
AutoGPT,172122,45189,172122,214,Python,"['Python', 'TypeScript', 'Dart', 'Jinja', 'C++', 'PLpgSQL', 'CMake', 'JavaScript', 'MDX', 'CSS', 'Dockerfile', 'Shell', 'HTML', 'Ruby', 'Swift', 'C', 'Batchfile', 'Kotlin', 'Objective-C']",2023-03-16T09:21:07Z,2025-03-03T21:22:37Z
bootstrap,171677,79046,171677,665,JavaScript,"['JavaScript', 'HTML', 'SCSS', 'CSS', 'PowerShell']",2011-07-29T21:19:00Z,2025-03-03T21:09:24Z
flutter,168939,28119,168939,13229,Dart,"['Dart', 'C++', 'Objective-C++', 'Java', 'Objective-C', 'C', 'Python', 'GLSL', 'Shell', 'CMake', 'Groovy', 'JavaScript', 'Kotlin', 'Roff', 'Ruby', 'HTML', 'Swift', 'Batchfile', 'PowerShell', 'CSS', 'HLSL']",2015-03-06T22:54:58Z,2025-03-03T21:32:49Z
vscode,168017,30785,168017,9373,TypeScript,"['TypeScript', 'CSS', 'JavaScript', 'Rust', 'HTML', 'Inno Setup', 'Scilab', 'Shell', 'Batchfile', 'PowerShell', 'Scheme', 'SCSS', 'Groovy', 'Cuda', 'C++', 'Makefile', 'Python', 'Perl', 'Ruby', 'TeX', 'Objective-C', 'Objective-C++', 'Clojure', 'Handlebars', 'Less', 'PHP', 'Dockerfile', 'Julia', 'Jupyter Notebook', 'Visual Basic .NET', 'C#', 'C', 'Raku', 'Pug', 'Go', 'F#', 'Java', 'CoffeeScript', 'R', 'Roff', 'ShaderLab', 'Dart', 'Swift', 'Lua', 'HLSL', 'Hack']",2015-09-03T20:23:38Z,2025-03-03T21:30:13Z
gitignore,164784,83107,164784,500,,[],2010-11-08T20:17:14Z,2025-03-03T21:50:53Z
Python-100-Days,161546,53034,161546,700,Jupyter Notebook,"['Jupyter Notebook', 'Python', 'HTML', 'Java']",2018-03-01T16:05:52Z,2025-03-03T19:54:04Z
the-book-of-secret-knowledge,159623,10063,159623,89,,[],2018-06-23T10:43:14Z,2025-03-03T21:44:06Z
the-art-of-command-line,154932,14595,154932,246,,[],2015-05-20T15:11:03Z,2025-03-03T21:06:54Z
stable-diffusion-webui,148793,27801,148793,2364,Python,"['Python', 'JavaScript', 'CSS', 'HTML', 'Shell', 'Batchfile']",2022-08-22T14:05:26Z,2025-03-03T21:15:32Z
JavaGuide,148454,45733,148454,66,Java,"['Java', 'JavaScript']",2018-05-07T13:27:00Z,2025-03-03T20:00:01Z
javascript,146188,26668,146188,167,JavaScript,['JavaScript'],2012-11-01T23:13:50Z,2025-03-03T21:00:49Z
transformers,140532,28179,140532,1573,Python,"['Python', 'Cuda', 'Dockerfile', 'Shell', 'C++', 'C', 'Makefile', 'Cython', 'Jsonnet']",2018-10-29T13:56:00Z,2025-03-03T21:08:16Z
awesome-go,139097,12132,139097,114,Go,['Go'],2014-07-06T13:42:15Z,2025-03-03T21:44:09Z
youtube-dl,134473,10225,134473,4187,Python,"['Python', 'Shell', 'Makefile', 'ActionScript', 'Batchfile']",2010-10-31T14:35:07Z,2025-03-03T20:26:58Z
ollama,130736,10713,130736,1636,Go,"['Go', 'C', 'Shell', 'TypeScript', 'PowerShell', 'Inno Setup', 'Dockerfile', 'CMake', 'Objective-C', 'CSS', 'JavaScript', 'HTML']",2023-06-26T19:39:32Z,2025-03-03T21:25:41Z
next.js,129853,27807,129853,3197,JavaScript,"['JavaScript', 'TypeScript', 'Rust', 'MDX', 'CSS', 'Shell', 'SCSS', 'Dockerfile', 'HTML', 'Batchfile', 'WebAssembly', 'Sass', 'Pug']",2016-10-05T23:32:51Z,2025-03-03T21:39:41Z
fucking-algorithm,127049,23311,127049,42,Markdown,['Markdown'],2020-02-19T09:01:23Z,2025-03-03T19:30:44Z
go,126159,17921,126159,9517,Go,"['Go', 'Assembly', 'HTML', 'C', 'Shell', 'Perl', 'JavaScript', 'Python', 'Batchfile', 'Dockerfile', 'Makefile', 'Awk']",2014-08-19T04:33:40Z,2025-03-03T21:41:35Z
Microsoft-Activation-Scripts,123287,11997,123287,2,Batchfile,"['Batchfile', 'HTML']",2020-01-12T23:03:34Z,2025-03-03T21:44:04Z
30-seconds-of-code,122830,12097,122830,0,JavaScript,"['JavaScript', 'SCSS', 'Astro', 'CSS', 'Shell', 'TypeScript']",2017-11-29T17:35:03Z,2025-03-03T21:21:21Z
tech-interview-handbook,122288,15033,122288,49,TypeScript,"['TypeScript', 'JavaScript', 'Python', 'HTML', 'CSS']",2016-07-05T05:00:48Z,2025-03-03T21:52:11Z
awesome-chatgpt-prompts,121097,16281,121097,261,HTML,"['HTML', 'JavaScript', 'Shell', 'Ruby']",2022-12-05T13:54:13Z,2025-03-03T21:50:39Z
react-native,120838,24530,120838,889,C++,"['C++', 'JavaScript', 'Java', 'Kotlin', 'Objective-C++', 'Objective-C', 'Ruby', 'CMake', 'TypeScript', 'Shell', 'C', 'Assembly', 'Swift', 'HTML']",2015-01-09T18:10:16Z,2025-03-03T21:25:48Z
scrcpy,118392,11191,118392,2284,C,"['C', 'Java', 'Shell', 'Roff', 'Meson', 'AIDL', 'VBScript', 'Batchfile']",2017-11-21T18:00:27Z,2025-03-03T20:52:27Z
electron,115667,15843,115667,948,C++,"['C++', 'TypeScript', 'Objective-C++', 'JavaScript', 'Python', 'Objective-C', 'HTML', 'Shell', 'C', 'CSS']",2013-04-12T01:47:36Z,2025-03-03T21:46:47Z
PowerToys,115261,6785,115261,5959,C#,"['C#', 'C++', 'C', 'PowerShell', 'JavaScript', 'HTML', 'Rich Text Format', 'HLSL', 'Batchfile', 'Makefile']",2019-05-01T17:44:02Z,2025-03-03T21:51:59Z
kubernetes,113429,40339,113429,2581,Go,"['Go', 'Shell', 'PowerShell', 'Makefile', 'Dockerfile', 'Python', 'C', 'sed', 'Batchfile', 'HTML']",2014-06-06T22:56:04Z,2025-03-03T21:46:36Z
free-programming-books-zh_CN,112776,28261,112776,31,,[],2013-11-04T01:59:19Z,2025-03-03T20:20:19Z
d3,109959,22865,109959,21,Shell,"['Shell', 'JavaScript']",2010-09-27T17:22:42Z,2025-03-03T21:42:20Z
node,109949,30780,109949,2143,JavaScript,"['JavaScript', 'C++', 'Python', 'C', 'HTML', 'Shell', 'Makefile', 'Batchfile', 'Emacs Lisp', 'Perl', 'R', 'TypeScript', 'Assembly']",2014-11-26T19:57:11Z,2025-03-03T21:25:44Z
hello-algo,109632,13640,109632,44,Java,"['Java', 'C++', 'Python', 'Swift', 'Go', 'JavaScript', 'Ruby', 'CMake', 'Dockerfile']",2022-11-04T11:08:34Z,2025-03-03T20:56:15Z
axios,106414,11017,106414,671,JavaScript,"['JavaScript', 'TypeScript', 'HTML', 'Handlebars']",2014-08-18T22:30:27Z,2025-03-03T17:55:50Z
three.js,104661,35576,104661,560,JavaScript,"['JavaScript', 'HTML', 'Roff', 'SCSS', 'CSS']",2010-03-23T18:58:01Z,2025-03-03T21:36:06Z
create-react-app,103114,26981,103114,2295,JavaScript,"['JavaScript', 'Shell', 'CSS', 'HTML', 'AppleScript', 'TypeScript', 'SCSS', 'Sass']",2016-07-17T14:55:11Z,2025-03-03T20:48:00Z
yt-dlp,102640,8044,102640,1822,Python,"['Python', 'Makefile', 'Shell', 'Dockerfile', 'Batchfile']",2020-10-26T04:22:55Z,2025-03-03T21:53:09Z
TypeScript,102422,12691,102422,6071,TypeScript,"['TypeScript', 'JavaScript', 'Shell']",2014-06-17T15:28:39Z,2025-03-03T20:59:35Z
langchain,102112,16559,102112,397,Jupyter Notebook,"['Jupyter Notebook', 'Python', 'Makefile', 'MDX', 'Shell', 'XSLT', 'HTML', 'TeX', 'Dockerfile', 'JavaScript']",2022-10-17T02:58:36Z,2025-03-03T21:51:15Z
deno,101993,5501,101993,2113,Rust,"['Rust', 'JavaScript', 'TypeScript', 'CSS', 'C', 'C++', 'HTML', 'Dockerfile', 'Python', 'WebAssembly', 'Svelte', 'Astro', 'Nunjucks']",2018-05-15T01:34:26Z,2025-03-03T21:33:41Z
nodebestpractices,101930,10333,101930,79,Dockerfile,"['Dockerfile', 'TypeScript']",2017-09-15T08:33:19Z,2025-03-03T18:53:58Z
rust,101649,13159,101649,10844,Rust,"['Rust', 'HTML', 'Shell', 'JavaScript', 'Fluent', 'Python', 'PowerShell', 'TypeScript', 'C++', 'CSS', 'Dockerfile', 'C', 'Puppet', 'Roff', 'Assembly', 'Makefile', 'Pascal', 'RenderScript', 'XSLT', 'Nix', 'Batchfile', 'Emacs Lisp', 'RPC', 'CMake', 'Perl']",2010-06-16T20:39:03Z,2025-03-03T21:50:25Z
HelloGitHub,99185,9827,99185,199,Python,['Python'],2016-05-04T06:24:11Z,2025-03-03T20:35:05Z
terminal,97245,8467,97245,1646,C++,"['C++', 'C#', 'C', 'PowerShell', 'Batchfile', 'HLSL', 'Python', 'Roff', 'Jupyter Notebook', 'JavaScript', 'HTML']",2017-08-11T18:38:22Z,2025-03-03T21:25:42Z
angular,97094,25920,97094,1765,TypeScript,"['TypeScript', 'JavaScript', 'Starlark', 'HTML', 'CSS', 'SCSS', 'Shell', 'Nix', 'Less']",2014-09-18T16:12:01Z,2025-03-03T21:28:00Z
material-ui,94929,32515,94929,1842,TypeScript,"['TypeScript', 'JavaScript', 'CSS', 'HTML']",2014-08-18T19:11:54Z,2025-03-03T19:47:48Z
godot,94689,21818,94689,14897,C++,"['C++', 'C#', 'Java', 'C', 'GLSL', 'Objective-C++', 'Python', 'Kotlin', 'JavaScript', 'GDScript', 'Objective-C', 'Shell', 'AIDL', 'CMake', 'GAP']",2014-01-04T16:05:36Z,2025-03-03T21:51:51Z
ant-design,93863,51372,93863,1284,TypeScript,"['TypeScript', 'JavaScript', 'CSS', 'Shell', 'HTML']",2015-04-24T15:37:24Z,2025-03-03T21:26:08Z
excalidraw,93626,8977,93626,2049,TypeScript,"['TypeScript', 'SCSS', 'MDX', 'JavaScript', 'HTML', 'CSS', 'Dockerfile', 'Shell']",2020-01-02T01:04:43Z,2025-03-03T21:44:12Z
clean-code-javascript,92541,12398,92541,108,JavaScript,['JavaScript'],2016-11-25T22:25:41Z,2025-03-03T21:08:52Z
free-for-dev,92522,10002,92522,13,HTML,['HTML'],2015-03-18T21:06:26Z,2025-03-03T21:42:31Z
papers-we-love,91309,5856,91309,2,Shell,['Shell'],2013-12-15T14:31:41Z,2025-03-03T21:32:02Z
frp,91047,13763,91047,60,Go,"['Go', 'Vue', 'TypeScript', 'Shell', 'Makefile', 'JavaScript', 'HTML', 'CSS']",2015-12-21T15:24:59Z,2025-03-03T21:48:18Z
java-design-patterns,90894,26831,90894,152,Java,"['Java', 'HTML', 'CSS']",2014-08-09T16:45:18Z,2025-03-03T20:37:51Z
iptv,90685,3198,90685,281,JavaScript,"['JavaScript', 'TypeScript']",2018-11-14T22:00:57Z,2025-03-03T21:49:05Z
DeepSeek-V3,90624,14622,90624,124,Python,['Python'],2024-12-26T09:52:40Z,2025-03-03T20:28:12Z
thefuck,90320,3630,90320,372,Python,"['Python', 'Dockerfile', 'PowerShell', 'Shell', 'Batchfile']",2015-04-08T15:08:04Z,2025-03-03T20:17:14Z
tauri,90034,2750,90034,1027,Rust,"['Rust', 'TypeScript', 'NSIS', 'Kotlin', 'JavaScript', 'Shell', 'Swift', 'Dockerfile', 'HTML', 'PowerShell', 'AppleScript', 'Svelte', 'CSS', 'Standard ML', 'Ruby', 'Objective-C', 'Objective-C++', 'C++']",2019-07-13T09:09:37Z,2025-03-03T19:58:30Z
puppeteer,89864,9151,89864,264,TypeScript,"['TypeScript', 'JavaScript', 'HTML', 'CSS', 'Dockerfile', 'Shell']",2017-05-09T22:16:13Z,2025-03-03T19:17:07Z
Awesome-Hacking,89556,9144,89556,20,,[],2016-03-30T15:47:10Z,2025-03-03T20:18:03Z
vue-element-admin,88823,30536,88823,1353,Vue,"['Vue', 'JavaScript', 'SCSS', 'CSS', 'Handlebars', 'HTML']",2017-04-17T03:35:49Z,2025-03-03T21:35:13Z
pytorch,87462,23497,87462,15704,Python,"['Python', 'C++', 'Cuda', 'C', 'Objective-C++', 'CMake', 'Shell', 'Assembly', 'Starlark', 'GLSL', 'Jupyter Notebook', 'Metal', 'Java', 'JavaScript', 'Batchfile', 'Objective-C', 'Dockerfile', 'Makefile', 'Thrift', 'PowerShell', 'Ruby', 'HTML', 'GDB', 'Smarty', 'CSS', 'Vim Script']",2016-08-13T05:26:41Z,2025-03-03T21:33:36Z
neovim,86836,5909,86836,1870,Vim Script,"['Vim Script', 'Lua', 'C', 'CMake', 'Python', 'Shell', 'Scheme', 'Makefile', 'Roff', 'C++', 'KRL', 'MATLAB', 'HTML', 'Thrift', 'Tcl', 'BitBake', 'Batchfile', 'Ruby']",2014-01-31T13:39:22Z,2025-03-03T21:42:37Z
every-programmer-should-know,86374,7939,86374,54,,[],2017-08-24T13:18:26Z,2025-03-03T21:52:13Z
tailwindcss,86075,4396,86075,101,TypeScript,"['TypeScript', 'Rust', 'CSS', 'JavaScript', 'HTML']",2017-10-06T14:59:14Z,2025-03-03T20:53:48Z
storybook,85992,9456,85992,2213,TypeScript,"['TypeScript', 'JavaScript', 'MDX', 'Svelte', 'Vue', 'HTML', 'CSS', 'EJS', 'Pug', 'Handlebars', 'Shell', 'SCSS']",2016-03-18T04:23:44Z,2025-03-03T21:23:30Z
Web-Dev-For-Beginners,85326,12672,85326,123,JavaScript,"['JavaScript', 'Vue', 'HTML', 'CSS']",2020-11-10T02:44:00Z,2025-03-03T21:31:53Z
DeepSeek-R1,84509,10915,84509,303,,[],2025-01-20T11:57:28Z,2025-03-03T21:37:55Z
rustdesk,83260,11663,83260,56,Rust,"['Rust', 'Dart', 'C', 'C++', 'Kotlin', 'Python', 'CMake', 'Shell', 'CSS', 'TypeScript', 'JavaScript', 'HTML', 'Objective-C++', 'NSIS', 'Swift', 'Ruby', 'Dockerfile', 'AppleScript', 'Objective-C']",2020-09-28T15:36:08Z,2025-03-03T21:48:44Z
nvm,82589,8248,82589,339,Shell,"['Shell', 'Makefile', 'Dockerfile', 'JavaScript']",2010-04-15T17:47:47Z,2025-03-03T21:20:38Z
django,82560,32320,82560,302,Python,"['Python', 'HTML', 'JavaScript', 'CSS', 'Smarty', 'Procfile']",2012-04-28T02:47:18Z,2025-03-03T21:33:44Z
app-ideas,82370,9661,82370,482,,[],2019-02-25T18:36:56Z,2025-03-03T20:39:22Z
bitcoin,82284,36869,82284,677,C++,"['C++', 'Python', 'C', 'CMake', 'Shell', 'Makefile', 'Sage', 'M4', 'Rust', 'Assembly', 'Scheme', 'HTML', 'Objective-C++', ""Cap'n Proto"", 'Dockerfile', 'QMake']",2010-12-19T15:16:43Z,2025-03-03T21:23:17Z
ui,82055,5419,82055,1693,TypeScript,"['TypeScript', 'MDX', 'CSS', 'JavaScript', 'Shell']",2023-01-04T12:43:27Z,2025-03-03T21:38:21Z
svelte,81610,4408,81610,821,JavaScript,"['JavaScript', 'Svelte', 'TypeScript', 'CSS', 'HTML']",2016-11-20T18:13:05Z,2025-03-03T21:46:36Z
NextChat,81564,61156,81564,669,TypeScript,"['TypeScript', 'SCSS', 'JavaScript', 'Rust', 'Shell', 'Dockerfile']",2023-03-10T18:27:54Z,2025-03-03T21:44:09Z
fastapi,81560,7024,81560,309,Python,"['Python', 'JavaScript', 'Shell', 'HTML', 'CSS']",2018-12-08T08:21:47Z,2025-03-03T21:31:13Z
animate.css,81380,16226,81380,53,CSS,"['CSS', 'HTML', 'JavaScript', 'Shell']",2011-10-12T10:07:38Z,2025-03-03T17:20:53Z
realworld,81262,7404,81262,68,TypeScript,"['TypeScript', 'Shell', 'Procfile']",2016-02-26T20:49:53Z,2025-03-03T19:19:42Z
opencv,80863,56008,80863,2719,C++,"['C++', 'C', 'Python', 'CMake', 'Java', 'Objective-C++', 'Cuda', 'Swift', 'JavaScript', 'Objective-C', 'HTML', 'Shell', 'Perl', 'PowerShell', 'Kotlin', 'TeX', 'Batchfile', 'Prolog', 'Dockerfile']",2012-07-19T09:40:17Z,2025-03-03T21:19:12Z
gin,80600,8123,80600,846,Go,"['Go', 'Makefile']",2014-06-16T23:57:25Z,2025-03-03T20:47:10Z
open-webui,80459,9648,80459,216,JavaScript,"['JavaScript', 'Svelte', 'Python', 'TypeScript', 'CSS', 'Shell', 'Dockerfile', 'HTML', 'Batchfile', 'Mako', 'Makefile']",2023-10-06T22:08:27Z,2025-03-03T21:41:46Z
awesome-mac,80393,6412,80393,150,JavaScript,"['JavaScript', 'Dockerfile']",2016-07-17T15:33:47Z,2025-03-03T21:49:45Z
laravel,80110,24221,80110,31,Blade,"['Blade', 'PHP', 'CSS', 'JavaScript']",2011-06-08T03:06:08Z,2025-03-03T21:48:41Z
mall,79289,29048,79289,18,Java,"['Java', 'Shell', 'Dockerfile']",2018-04-04T01:11:44Z,2025-03-03T16:36:09Z
hugo,78436,7701,78436,485,Go,"['Go', 'JavaScript', 'HTML', 'Dockerfile', 'Shell', 'CSS']",2013-07-04T15:26:26Z,2025-03-03T20:47:31Z
supabase,78308,7846,78308,601,TypeScript,"['TypeScript', 'MDX', 'JavaScript', 'CSS', 'SCSS', 'PLpgSQL', 'Makefile', 'Shell', 'Dockerfile', 'Mermaid', 'Elixir']",2019-10-12T05:56:49Z,2025-03-03T21:38:49Z
FiraCode,78286,3125,78286,405,Clojure,"['Clojure', 'Shell', 'Python', 'HTML', 'CSS', 'PureBasic', 'Dockerfile', 'Makefile']",2014-11-11T19:32:38Z,2025-03-03T19:13:16Z
models,77427,45675,77427,1246,Python,"['Python', 'Jupyter Notebook', 'C++', 'Shell', 'Starlark', 'SCSS', 'CSS', 'HTML', 'JavaScript', 'Dockerfile']",2016-02-05T01:15:20Z,2025-03-03T20:31:42Z
whisper,77343,9252,77343,92,Python,['Python'],2022-09-16T20:02:54Z,2025-03-03T21:50:13Z
advanced-java,77130,19155,77130,6,Java,['Java'],2018-10-06T11:38:30Z,2025-03-03T18:59:08Z
dify,77049,11218,77049,585,TypeScript,"['TypeScript', 'Python', 'JavaScript', 'MDX', 'CSS', 'SCSS', 'HTML', 'Shell', 'PHP', 'Dockerfile', 'Makefile', 'Mako']",2023-04-12T07:40:24Z,2025-03-03T21:49:09Z
core,76855,32725,76855,3272,Python,"['Python', 'Shell', 'Dockerfile', 'PLSQL', 'JavaScript', 'Jinja']",2013-09-17T07:29:48Z,2025-03-03T21:32:41Z
bun,76534,2958,76534,4453,Zig,"['Zig', 'C++', 'TypeScript', 'C', 'JavaScript', 'CMake', 'Shell', 'Python', 'Makefile', 'Objective-C', 'CSS', 'Rust', 'Perl', 'PowerShell', 'Dockerfile', 'HTML', 'Ruby', 'MDX', 'AMPL']",2021-04-14T00:48:17Z,2025-03-03T20:14:57Z
mermaid,76337,7080,76337,1264,TypeScript,"['TypeScript', 'JavaScript', 'HTML', 'Yacc', 'Vue', 'Shell', 'CSS', 'Dockerfile']",2014-11-01T23:52:32Z,2025-03-03T19:00:15Z
spring-boot,76314,40952,76314,560,Java,"['Java', 'Kotlin', 'HTML', 'JavaScript', 'Shell', 'Groovy', 'Ruby', 'Smarty', 'Batchfile', 'Dockerfile', 'Mustache', 'Vim Snippet', 'CSS']",2012-10-19T15:02:57Z,2025-03-03T17:10:34Z
v2rayN,75873,12287,75873,8,C#,"['C#', 'Shell']",2019-07-30T03:47:24Z,2025-03-03T20:46:10Z
llama.cpp,75745,10951,75745,733,C++,"['C++', 'C', 'Cuda', 'Python', 'Objective-C', 'Metal', 'CMake', 'Shell', 'Jinja', 'Makefile', 'Nix', 'Dockerfile', 'Batchfile', 'JavaScript', 'Swift']",2023-03-10T18:58:00Z,2025-03-03T21:10:59Z
LeetCodeAnimation,75729,13983,75729,21,Java,"['Java', 'Python', 'C++']",2018-12-06T08:01:22Z,2025-03-03T19:15:35Z
manim,75666,6579,75666,453,Python,"['Python', 'GLSL']",2015-03-22T18:50:58Z,2025-03-03T21:45:35Z
Font-Awesome,74707,12201,74707,4127,JavaScript,"['JavaScript', 'SCSS', 'Less', 'CSS']",2012-02-17T14:19:43Z,2025-03-03T19:56:00Z
json-server,73726,7097,73726,709,JavaScript,"['JavaScript', 'HTML']",2013-11-27T13:21:13Z,2025-03-03T21:17:05Z
netdata,73667,6020,73667,207,C,"['C', 'Go', 'Shell', 'Jupyter Notebook', 'Python', 'C++', 'CMake', 'HTML', 'Rich Text Format', 'NSIS', 'Batchfile', 'POV-Ray SDL', 'JavaScript', 'Dockerfile', 'PowerShell', 'Makefile']",2013-06-17T18:39:10Z,2025-03-03T21:52:19Z
awesome-interview-questions,73502,9014,73502,50,,[],2015-11-28T09:48:17Z,2025-03-03T19:52:23Z
gpt4all,72675,7934,72675,681,C++,"['C++', 'QML', 'Python', 'CMake', 'JavaScript', 'C', 'Qt Script', 'Shell', 'Makefile', 'Batchfile', 'PowerShell', 'Objective-C++', 'CSS']",2023-03-27T18:49:32Z,2025-03-03T21:27:19Z
awesome-vue,72613,9470,72613,51,,[],2015-10-20T00:16:14Z,2025-03-03T17:27:52Z
awesome-for-beginners,72064,7159,72064,12,,[],2015-10-24T19:53:36Z,2025-03-03T21:45:36Z
generative-ai-for-beginners,71918,37469,71918,9,Jupyter Notebook,"['Jupyter Notebook', 'Python', 'JavaScript', 'TypeScript', 'Shell', 'PowerShell', 'Batchfile', 'HTML']",2023-06-19T16:28:59Z,2025-03-03T21:52:52Z
elasticsearch,71811,25102,71811,4962,Java,"['Java', 'Groovy', 'StringTemplate', 'Shell', 'ANTLR', 'Python', 'Dockerfile', 'Batchfile', 'TypeScript', 'C', 'PowerShell', 'C++', 'CSS', 'MDX', 'Emacs Lisp', 'AMPL', 'HTML', 'JavaScript', 'Mustache', 'FreeMarker']",2010-02-08T13:20:56Z,2025-03-03T21:32:51Z
github-readme-stats,71749,23955,71749,387,JavaScript,"['JavaScript', 'Shell']",2020-07-09T10:34:22Z,2025-03-03T21:45:45Z
funNLP,71341,14711,71341,33,Python,['Python'],2018-08-21T11:20:39Z,2025-03-03T19:38:11Z
ML-For-Beginners,71287,15174,71287,5,HTML,"['HTML', 'Jupyter Notebook', 'Python', 'Vue', 'JavaScript', 'Dockerfile', 'CSS']",2021-03-03T01:34:05Z,2025-03-03T19:52:21Z
vite,71036,6473,71036,589,TypeScript,"['TypeScript', 'JavaScript', 'HTML', 'CSS', 'Vue', 'AppleScript', 'Svelte', 'SCSS', 'Less', 'Stylus', 'SugarSS', 'Shell', 'Pug', 'Sass', 'Astro']",2020-04-21T05:03:57Z,2025-03-03T20:57:35Z
code-server,70065,5786,70065,150,TypeScript,"['TypeScript', 'Shell', 'HTML', 'CSS', 'HCL', 'JavaScript', 'Mustache', 'Dockerfile', 'Nix', 'Makefile']",2019-02-27T16:50:41Z,2025-03-03T21:18:24Z
playwright,69790,3908,69790,748,TypeScript,"['TypeScript', 'HTML', 'CSS', 'C++', 'Objective-C', 'JavaScript', 'Shell', 'Java', 'C', 'PowerShell', 'Python', 'Svelte', 'C#', 'Vue', 'CMake', 'Makefile', 'Batchfile']",2019-11-15T18:32:42Z,2025-03-03T20:52:20Z
stable-diffusion,69780,10342,69780,600,Jupyter Notebook,"['Jupyter Notebook', 'Python', 'Shell']",2022-08-10T14:36:44Z,2025-03-03T20:53:53Z
devops-exercises,69678,15503,69678,43,Python,"['Python', 'Shell', 'HCL', 'HTML', 'Groovy']",2019-10-03T17:31:21Z,2025-03-03T21:14:38Z
nest,69666,7779,69666,51,TypeScript,"['TypeScript', 'JavaScript', 'Shell']",2017-02-04T20:12:52Z,2025-03-03T20:48:31Z
Front-End-Checklist,69629,6470,69629,1,,[],2017-10-16T10:12:36Z,2025-03-03T21:08:43Z
ComfyUI,69427,7462,69427,2079,Python,"['Python', 'Jupyter Notebook', 'Batchfile']",2023-01-17T03:15:56Z,2025-03-03T21:35:44Z
HowToCook,69345,8839,69345,397,Dockerfile,['Dockerfile'],2020-02-29T10:43:49Z,2025-03-03T17:56:33Z
moby,69267,18706,69267,3534,Go,"['Go', 'Shell', 'Dockerfile', 'PowerShell', 'Makefile', 'Python', 'C', 'HCL', 'Assembly']",2013-01-18T18:10:57Z,2025-03-03T19:58:31Z
system-design-101,69007,7339,69007,45,,[],2023-09-18T20:52:03Z,2025-03-03T21:23:52Z
